Section,Type Aditional Info,Type,Importance,Hint,Description,Learn More
Accessibility,WCAG 2.0 Level A & AA Rules,"WCAG 2.1 (A), WCAG 2.0 (A)",High,ARIA roles used must conform to valid values,"Values assigned to ARIA role values must be valid. Role values must be spelled correctly, correspond to existing ARIA <code>role</code> values, and must not be abstract roles to correctly expose the purpose of the element.",https://dequeuniversity.com/rules/axe/4.4/aria-roles
Accessibility,Best Practice Rules,Deque Best Practice,Low,ARIA role must be appropriate for the element,"Values assigned to WAI-ARIA role attributes must be valid. This means values must be spelled correctly, correspond to existing ARIA <code>role</code> values, and <strong>must not be abstract roles in order to correctly expose the purpose of the element.</strong>",https://dequeuniversity.com/rules/axe/4.4/aria-allowed-role
Accessibility,Best Practice Rules,Deque Best Practice,Low,Headings must not be empty,"When at least one heading element (marked by <code>&lt;h1&gt;</code> through <code>&lt;h6&gt;</code>) is present, it is a best practice to ensure it contains content.",https://dequeuniversity.com/rules/axe/4.4/empty-heading
Accessibility,Best Practice Rules,Deque Best Practice,Low,Text of buttons and links should not be repeated in the image alternative,"When button and link text repeats in a <code>alt</code> attribute value, screen reader users hear the same information twice, which renders the alt text meaningless and confusing.",https://dequeuniversity.com/rules/axe/4.4/image-redundant-alt
AMP,,Issue,High,AMP Page URL has canonical URL which is canonicalized,"This means that the URL in question is an AMP Page URL, and contains a canonical tag pointing to a canonicalized URL (i.e. the canonical URL is itself canonicalized to another URL).",https://sitebulb.com/hints/amp/amp-page-url-has-canonical-url-which-is-canonicalized/
AMP,,Issue,High,AMP Page URL has canonical URL which is disallowed,"This means that the URL in question is an AMP Page URL, and contains a canonical tag pointing to a disallowed URL.",https://sitebulb.com/hints/amp/amp-page-url-has-canonical-url-which-is-disallowed/
AMP,,Issue,High,AMP Page URL has canonical URL which is noindex,"This means that the URL in question is an AMP Page URL, and contains a canonical tag pointing to a noindex URL.",https://sitebulb.com/hints/amp/amp-page-url-has-canonical-url-which-is-noindex/
AMP,,Issue,High,AMP Page URL has canonical URL which is not indexable,"This means that the URL in question is an AMP Page URL, and contains a canonical tag pointing to a URL which is not indexable.",https://sitebulb.com/hints/amp/amp-page-url-has-canonical-url-which-is-not-indexable/
AMP,,Issue,High,AMP Page URL has canonical URL which is Redirect (3XX),"This means that the URL in question is an AMP Page URL, and contains a canonical tag which returned Redirect (3XX).",https://sitebulb.com/hints/amp/amp-page-url-has-canonical-url-which-is-redirect-3xx/
AMP,,Issue,High,AMP Page URL is disallowed,"This means that the URL in question is an AMP Page URL, which is disallowed in robots.txt.",https://sitebulb.com/hints/amp/amp-page-url-is-disallowed/
AMP,,Issue,High,AMP Page URL is missing a canonical tag,"This means that the URL in question is an AMP Page URL, which does not contain a canonical tag.",https://sitebulb.com/hints/amp/amp-page-url-is-missing-a-canonical-tag/
AMP,,Issue,High,AMP Page URL is missing the <html amp> tag,"This means that the URL in question is an AMP Page URL, which does not contain an <html amp> tag.",https://sitebulb.com/hints/amp/amp-page-url-is-missing-the-html-amp-tag/
AMP,,Issue,High,AMP Page URL is noindex,"This means that the URL in question is an AMP Page URL, which is noindex.",https://sitebulb.com/hints/amp/amp-page-url-is-noindex/
AMP,,Issue,High,AMP Page URL is Redirect (3XX),"This means that the URL in question is an AMP Page URL, which is a Redirect (3XX).",https://sitebulb.com/hints/amp/amp-page-url-is-redirect-3xx/
AMP,,Issue,High,amphtml link only found in rendered DOM,"This means that the URL in question has a an amphtml link element which is only present in the rendered DOM, and is not present in the source HTML.",https://sitebulb.com/hints/amp/amphtml-link-only-found-in-rendered-dom/
AMP,,Issue,High,AMP Page URL loops,"This means that the URL in question contains an <amphtml> tag pointing at a URL, where this URL also has <amphtml> tag, that points back at the original URL.",https://sitebulb.com/hints/amp/amp-page-url-loops/
AMP,,Issue,Critical,AMP Page has validation errors,This means that the URL in question is an AMP Page URL that contains validation errors and does not pass an AMP validation test.,https://sitebulb.com/hints/amp/amp-page-has-validation-errors/
AMP,,Issue,Critical,AMP Page URL has canonical URL which is Error (5XX),"This means that the URL in question is an AMP Page URL, and contains a canonical tag which returned Error (5XX).",https://sitebulb.com/hints/amp/amp-page-url-has-canonical-url-which-is-error-5xx/
AMP,,Issue,Critical,AMP Page URL has canonical URL which is Forbidden (403),"This means that the URL in question is an AMP Page URL, and contains a canonical tag which returned Forbidden (403).",https://sitebulb.com/hints/amp/amp-page-url-has-canonical-url-which-is-forbidden-403/
AMP,,Issue,Critical,AMP Page URL has canonical URL which is Not Found (4XX),"This means that the URL in question is an AMP Page URL, and contains a canonical tag which returned Not Found (4XX).",https://sitebulb.com/hints/amp/amp-page-url-has-canonical-url-which-is-not-found-4xx/
AMP,,Issue,Critical,AMP Page URL is Error (5XX),"This means that the URL in question is an AMP Page URL, which returned Error (5XX).",https://sitebulb.com/hints/amp/amp-page-url-is-error-5xx/
AMP,,Issue,Critical,AMP Page URL is Forbidden (403),This means that the URL in question is an AMP Page URL which is Forbidden (403).,https://sitebulb.com/hints/amp/amp-page-url-is-forbidden-403/
AMP,,Issue,Critical,AMP Page URL is Not Found (4XX),"This means that the URL in question is an AMP Page URL, which is Not Found (4XX).",https://sitebulb.com/hints/amp/amp-page-url-is-not-found-4xx/
Duplicate Content,,Issue,High,Technically duplicate URLs,"This means that the URL in question is technically identical to at least one other indexable URL. This could be URLs that are only different based on case, or have the same query string parameters and values (but in a different order).",https://sitebulb.com/hints/duplicate-content/technically-duplicate-urls/
Duplicate Content,,Issue,High,URLs with duplicate content,"URLs that have identical HTML content to at least one other indexable URL. If this sort of duplication occurs, you have a relatively serious issue, whereby URLs with identical content are accessible to search engine crawlers. If this results in large scale duplicate content issues on the site, you could trip quality algorithms like Google's Panda, which can depress organic search traffic to the site as a whole. ",https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-content/
Duplicate Content,,Issue,High,URLs with similar content,"URLs that have substantially similar HTML content to at least one other indexable URL. This could also be referred to as 'near duplicate content', where most of the HTML content on the pages is the same - without all the content being identical. If this sort of duplication occurs, it may be serious issue, as URLs with almost identical content are accessible to search engine crawlers, which could trip quality algorithms like Google's Panda. ",https://sitebulb.com/hints/duplicate-content/urls-with-similar-content/
Duplicate Content,,Issue,Medium,URLs with duplicate h1s,"URLs that have the exact same header 1 (h1) tag as at least one other indexable URL. If multiple pages have the same h1, this can make it difficult for search engines to differentiate the 'best' page for a given search query, which can result in keyword cannibalization (multiple pages on your own site competing for the same search terms, and hurting each others' rankings). ",https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-h1s/
Duplicate Content,,Issue,Low,URLs with duplicate meta descriptions,"URLs that have the exact same meta description as at least one other indexable URL. If lots of meta descriptions are duplicate, this represents a missed optimization opportunity. It may make it difficult for users to differentiate similar pages in search results, and may result in search engines simply re-writing the descriptions for you (sometimes with disastrous results). ",https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-meta-descriptions/
Duplicate Content,,Issue,High,URLs with duplicate title and meta descriptions,"URLs that have the exact same page title and meta description as at least one other indexable URL. If multiple pages have the same title, this can make it difficult for search engines to differentiate the 'best' page for a given search query, which can result in keyword cannibalization. If a page has both a duplicate title AND a duplicate meta description, this may indicate a more systemic issue at play (than simply a copy/paste human error). ",https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-title-and-meta-descriptions/
Duplicate Content,,Issue,High,URLs with duplicate page titles,"URLs that have the exact same page title as at least one other indexable URL. If multiple pages have the same title, this can make it difficult for search engines to differentiate the 'best' page for a given search query, which can result in keyword cannibalization (multiple pages on your own site competing for the same search terms, and hurting each others' rankings). ",https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-page-titles/
Indexability,,Issue,Critical,Disallowed Style Sheet,"CSS files that are disallowed in robots.txt, which may affect how search engines render page content. If these page resource URLs are disallowed in robots.txt, it means that Googlebot may be unable to correctly render the page content. Google relies on rendering in a number of their algorithms - most notably the 'mobile friendly' one - so if content cannot be properly rendered, this could have a knock on effect in terms of search engine rankings. ",https://sitebulb.com/hints/indexability/disallowed-style-sheet/
Indexability,,Issue,High,Canonical points to HTTPS version,"HTTP URLs that specify a canonical URL which is the HTTPS version of the same URL (i.e. mismatched protocol). This could lead to search engines indexing the 'wrong' version of the URL, or ignoring the canonical instruction entirely. ",https://sitebulb.com/hints/indexability/canonical-points-to-https-version/
Indexability,,Issue,Critical,Canonical points to HTTP version,"HTTPS URLs that specify a canonical URL which is the HTTP version of the same URL (i.e. mismatched protocol). This could lead to search engines indexing the 'wrong' version of the URL, or ignoring the canonical instruction entirely. ",https://sitebulb.com/hints/indexability/canonical-points-to-http-version/
Indexability,,Issue,Critical,Disallowed image,"Image URLs that are disallowed in robots.txt, which may affect how search engines render page content. If these page resource URLs are disallowed in robots.txt, it means that Googlebot may be unable to correctly render the page content. Google relies on rendering in a number of their algorithms - most notably the 'mobile friendly' one - so if content cannot be properly rendered, this could have a knock on effect in terms of search engine rankings. ",https://sitebulb.com/hints/indexability/disallowed-image/
Indexability,,Insight,No Issue,Internal Disallowed URLs,"Internal URLs that are disallowed in robots.txt. Disallowed URLs are not crawlable by search engines, which means that content from disallowed pages is not indexable. This Hint is an Insight since disallowing URLs is a common method for managing search engine crawlers, so they do not end up crawling areas of a website that you don't want them to crawl (e.g. a user login area). However it is worth double checking that there are no URLs that are being disallowed which should not be disallowed. ",https://sitebulb.com/hints/indexability/internal-disallowed-urls/
Indexability,,Insight,No Issue,Has noindex and nofollow directives,"Internal URLs with both the noindex and nofollow robots directives. This means that search engines are being instructed not to include the URL in their index, and to not schedule and crawl any of the links found on the pages. This Hint is an 'Insight' since using these type of robots directives is a common way to control what content search engines can crawl and index (e.g. a user login area). However it is worth double checking that there are no URLs using these directives that you actually want to be properly crawled and indexed. ",https://sitebulb.com/hints/indexability/has-noindex-and-nofollow-directives/
Indexability,,Issue,Critical,Disallowed JavaScript file,"JavaScript files that are disallowed in robots.txt, which may affect how search engines render page content. If these page resource URLs are disallowed in robots.txt, it means that Googlebot may be unable to correctly render the page content. Google relies on rendering in a number of their algorithms - most notably the 'mobile friendly' one - so if content cannot be properly rendered, this could have a knock on effect in terms of search engine rankings. ",https://sitebulb.com/hints/indexability/disallowed-javascript-file/
Indexability,,Issue,High,Isolated URL - only linked from other isolated URLs,"URLs that are accessible via links on isolated URLs, but which have no other incoming anchor links from internal URLs. Since these pages are effectively the 'children' of isolated pages, they suffer the same problems as isolated pages, in that they may have difficulty getting indexed and will struggle to rank due to low/no link equity. ",https://sitebulb.com/hints/indexability/isolated-url-only-linked-from-other-isolated-urls/
Indexability,,Issue,High,"Isolated URL - only found via a noindex,follow","URLs that are accessible via links on pages that are noindex,follow, but which have no other incoming anchor links from internal URLs. Over time, Google will stop following links to these pages, which means that they end up isolated from the link graph. Eventually, these URLs will lose their ability to rank for relevant search queries, and may end up being dropped from the index. ",https://sitebulb.com/hints/indexability/isolated-url-only-found-via-a-noindex-follow/
Indexability,,Issue,High,"Canonicalized URL is noindex, nofollow","URLs that are canonicalized, and also noindex, nofollow. Canonicals consolidate and combine indexing signals, so if a URL has a noindex on it, this noindex may also get passed through to the canonicalized page. ",https://sitebulb.com/hints/indexability/canonicalized-url-is-noindex-nofollow/
Indexability,,Issue,High,Isolated URL - only found via a canonical,"URLs that are declared as the canonical URL (on another URL), but which have no incoming anchor links from internal URLs (i.e. the only links they have are from the canonical link element). This means that the canonical URL is not part of the overall site architecture - it is not accessible to website visitors, and is not being properly assigned link equity for ranking purposes. ",https://sitebulb.com/hints/indexability/isolated-url-only-found-via-a-canonical/
Indexability,,Issue,High,Isolated URL - only found via a redirect,"URLs that are set as the location on redirecting URLs, but which have no incoming anchor links from internal URLs. This means that the destination URL is isolated from the main link graph, and may not be properly assigned link equity for ranking purposes. ",https://sitebulb.com/hints/indexability/isolated-url-only-found-via-a-redirect/
Indexability,,Issue,High,Canonical only found in rendered DOM,"URLs that contain a canonical link element on the rendered version of the page, but do not contain one in the HTML source. Google have stated categorically that the rendered canonical is not taken into account, so relying on it for indexing purposes is not recommended. ",https://sitebulb.com/hints/indexability/canonical-only-found-in-rendered-dom/
Indexability,,Issue,High,Rendered canonical is different to HTML source,"URLs that contain a canonical link element on the rendered version of the page, which is different to the one in the source HTML. Google have stated categorically that the rendered canonical is not taken into account, so relying on it for indexing purposes is not recommended. At best, this situation leads to ambiguity - at worst, search engines will select the wrong version and you could damage organic search traffic. ",https://sitebulb.com/hints/indexability/rendered-canonical-is-different-to-html-source/
Indexability,,Potential Issue,High,URL contains a form with a GET method,"URLs that contain a form element with the method set to GET, which creates submission URLs with the form data in the query string. This presents a potential vulnerability for a large number of URLs to be created and/or cached, which could cause issues with crawl efficiency or index bloat ",https://sitebulb.com/hints/indexability/url-contains-a-form-with-a-get-method/
Indexability,,Insight,No Issue,URL only has nofollow incoming internal links,"URLs that do not have any followed internal links pointing at them - only nofollow links. If a given URL receives only nofollow links from all the internal URLs that link to it, that means it will no accumulate link equity, and as such would have no power to rank for search queries. This Hint is an Insight since, in some cases, it is entirely appropriate for a URL to have only nofollow links pointing at it (e.g. a user login page). However it is worth double checking that there are no such URLs that you actually want to be properly crawled and indexed. ",https://sitebulb.com/hints/indexability/url-only-has-nofollow-incoming-internal-links/
Indexability,,Issue,Critical,​Canonical outside of head,"URLs that have a canonical link element in the HTML which has been placed outside the <head>. Search engines will ignore canonical designations that do not appear in the <head>, so this issue could cause indexing problems. ",https://sitebulb.com/hints/indexability/canonical-outside-of-head/
Indexability,,Issue,High,Mismatched canonical tag in HTML and HTTP header,"URLs that have a canonical URL defined both in the HTML and in the HTTP header, which are specifying different canonical URLs. This constitutes conflicting messages to search engines, and as such the canonical instruction will likely be ignored. ",https://sitebulb.com/hints/indexability/mismatched-canonical-tag-in-html-and-http-header/
Indexability,,Potential Issue,Low,Canonical tag in HTML and HTTP header,"URLs that have a canonical URL defined both in the HTML and in the HTTP header. This Hint is flagged as 'Potential Issue' as it is not 'wrong' per se, but could lead to future complications if changes are made to one canonical element, but not both. As such, we recommend only using one method of declaring canonical URLs. ",https://sitebulb.com/hints/indexability/canonical-tag-in-html-and-http-header/
Indexability,,Issue,Critical,Meta robots found outside of <head>,"URLs that have a meta robots tag in the HTML which has been placed outside the <head>. Meta robots tags are supposed to only be contained in the <head>, but even if they are found in the <body> they will be respected by search engines, despite what you might expect. This may mean you are giving conflicting or inaccurate indexing signals to search engines, without realising it. ",https://sitebulb.com/hints/indexability/meta-robots-found-outside-of-head/
Indexability,,Issue,Low,Base URL malformed or empty,"URLs that specify a base URL which is malformed or empty. The base tag is used to determine the URL base for all relative links used within a page. If the base tag is malformed or empty, this may cause problems for search engines crawling relative links. ",https://sitebulb.com/hints/indexability/base-url-malformed-or-empty/
Indexability,,Issue,High,"Multiple, mismatched canonical tags","URLs that specify a canonical URL more than once, either in the HTML, in the HTTP header, or in both, where the canonical URLs do not match. This constitutes conflicting messages to search engines, and as such the canonical instruction will likely be ignored. In this circumstance, we recommend selecting the correct canonical URL, and ensuring that canonical URLs are declared only once on any given URL, using a single method (HTML or HTTP header).  ",https://sitebulb.com/hints/indexability/multiple-mismatched-canonical-tags/
Indexability,,Potential Issue,Low,Multiple canonical tags,"URLs that specify a canonical URL more than once, either in the HTML, in the HTTP header, or in both. This Hint is flagged as 'Potential Issue' as it may not be 'wrong' per se, but could lead to future complications if changes are made to one canonical element, but not the other. As such, we recommend that canonicals are only declared once on any given URL, using a single method (HTML or HTTP header). ",https://sitebulb.com/hints/indexability/multiple-canonical-tags/
Indexability,,Potential Issue,Medium,Canonical points to homepage,"URLs that specify a canonical URL that points to the homepage. This causes an issue when URLs which are not duplicates of the homepage have a canonical which points to the homepage, as this typically indicates a misconfiguration, and could cause indexing issues. ",https://sitebulb.com/hints/indexability/canonical-points-to-homepage/
Indexability,,Issue,Medium,Canonical is a relative URL,URLs that specify a canonical URL using a relative URL. Search engines do not recommend using relative URLs for canonicals as they can lead to future issues (even if there are no issues currently). ,https://sitebulb.com/hints/indexability/canonical-is-a-relative-url/
Indexability,,Issue,High,Canonical points to a disallowed URL,"URLs that specify a canonical URL which is disallowed by robots.txt. Search engines will be unable to crawl the disallowed URL, so the canonical instruction will likely be ignored. ",https://sitebulb.com/hints/indexability/canonical-points-to-a-disallowed-url/
Indexability,,Issue,High,Canonical is malformed or empty,"URLs that specify a canonical URL which is invalid or undefined. If canonical URLs are undefined (e.g. <link rel=""canonical"" href="""">) or invalid (e.g. <link rel=""canonical"" href=""http//example.com/"">) this indicates a configuration issue and should be addressed. ",https://sitebulb.com/hints/indexability/canonical-is-malformed-or-empty/
Indexability,,Issue,High,Canonical points to a noindex URL,"URLs that specify a canonical URL which is noindex. This constitutes conflicting messages to search engines, and as such the canonical instruction will likely be ignored. ",https://sitebulb.com/hints/indexability/canonical-points-to-a-noindex-url/
Indexability,,Insight,No Issue,Canonical points to a different internal URL,"URLs that specify a canonical URL which is not self-referential, and instead points to another internal URL. This Hint is flagged as Insight as it could be the case that nothing is actually wrong here - canonicals are used as a valid means of avoiding duplicate content issues - so you may simply wish to check that the canonicals are pointing at the 'right' URLs. ",https://sitebulb.com/hints/indexability/canonical-points-to-a-different-internal-url/
Indexability,,Insight,No Issue,Canonical points to external URL,URLs that specify a canonical URL which is on a different domain or subdomain. This Hint is flagged as Insight as it could be the case that nothing is actually wrong here - cross-domain canonicals are used as a valid means of avoiding duplicate content issues - so you may simply wish to check that the canonicals are pointing at the 'right' URLs. ,https://sitebulb.com/hints/indexability/canonical-points-to-external-url/
Indexability,,Issue,High,Canonical points to a URL that is Not Found 404,"URLs that specify a canonical URL which returned a Not Found (4XX) HTTP status. This indicates that the canonical URL has either been removed or misconfigured, and as such, the canonical instruction is likely to be ignored by search engines. ",https://sitebulb.com/hints/indexability/canonical-points-to-a-url-that-is-not-found-404/
Indexability,,Issue,Medium,Canonical points to a redirecting URL,"URLs that specify a canonical URL which returned a Redirect (3XX) HTTP status. This indicates to search engines that the canonical information is inaccurate, and as such, the canonical instruction may be ignored. ",https://sitebulb.com/hints/indexability/canonical-points-to-a-redirecting-url/
Indexability,,Issue,High,Canonical points to a URL that is Error (5XX),"URLs that specify a canonical URL which returned an Error (5XX) HTTP status. This can indicate to search engines that the canonical information is inaccurate, and as such, the canonical instruction may be ignored. Server errors can be transient, so it is worth double checking the error URLs to verify there is an issue. ",https://sitebulb.com/hints/indexability/canonical-points-to-a-url-that-is-error-5xx/
Indexability,,Issue,High,Canonical points to another canonicalized URL,"URLs that specify a canonical URL, where the canonical URL also specifies a (different) canonical URL. This causes a canonical chain (e.g. URL1 -> URL2 -> URL3) and could cause search engines to completely ignore all canonical instructions. ",https://sitebulb.com/hints/indexability/canonical-points-to-another-canonicalized-url/
Indexability,,Issue,High,Canonical loop,"URLs that specify a canonical URL, where the canonical URL also specifies a canonical, which in turn points back to the original URL. This causes a canonical loop (e.g. URL1 -> URL2 -> URL1) and could cause search engines to completely ignore all canonical instructions. ",https://sitebulb.com/hints/indexability/canonical-loop/
Indexability,,Issue,Low,"Multiple, mismatched base URLs","URLs that specify more than one base URL, and the URLs are different. The base tag is used to determine the URL base for all relative links used within a page. A document can have no more than one base element, so multiple base tags is invalid, and this may cause problems for search engines crawling relative links - particularly as the base URLs are different, there is no guarantee they will select the 'right' one. ",https://sitebulb.com/hints/indexability/multiple-mismatched-base-urls/
Indexability,,Issue,Low,Multiple base URLs,"URLs that specify more than one base URL. The base tag is used to determine the URL base for all relative links used within a page. A document can have no more than one base element, so multiple base tags is invalid, and this may cause problems for search engines crawling relative links. ",https://sitebulb.com/hints/indexability/multiple-base-urls/
Indexability,,Issue,Critical,"<head> contains a <noscript> tag, which includes an image","URLs where the <head> contains a <noscript> tag, which includes an image. Including an <img> tag in the <head> is invalid. This can be problematic for search engines crawlers that do not render JavaScript (i.e. most crawlers, most of the time), as the presence of the <img> tag breaks the <head>, which may cause important tags (e.g. meta robots) to be missed. ",https://sitebulb.com/hints/indexability/head-contains-a-noscript-tag-which-includes-an-image/
Indexability,,Insight,No Issue,<head> contains a <noscript> tag,"URLs where the <head> contains a <noscript> tag. You need to be very careful using <noscript> tags in the <head>, as you can very easily break the <head>, which can cause problems for search engines as they may be unable to find important head-only tags, such as hreflang. ",https://sitebulb.com/hints/indexability/head-contains-a-noscript-tag/
Indexability,,Issue,Critical,<head> contains invalid HTML elements,"URLs where the <head> contains invalid DOM elements. Valid elements that can be used inside the <head> element are <title>, <meta>, <base>, <link>, <script>, <noscript>, <style> and <template>. Including invalid elements can lead to the HTML document not being parsed correctly, as the presence of other elements breaks the <head>, which may cause important tags (e.g. meta robots) to be missed. ",https://sitebulb.com/hints/indexability/head-contains-invalid-html-elements/
Indexability,,Issue,High,Mismatched nofollow directives in HTML and header,"URLs with the robots follow/nofollow directive specified in both the HTML <head> and also in the X-Robots-Tag, where the directives do not match. This means that one location uses 'follow' and the other uses 'nofollow', and net result of this is that search engines will consider the page 'nofollow'. This may cause crawling and indexing issues on important pages. ",https://sitebulb.com/hints/indexability/mismatched-nofollow-directives-in-html-and-header/
Indexability,,Issue,High,Mismatched noindex directives in HTML and header,"URLs with the robots index/noindex directive specified in both the HTML <head> and also in the X-Robots-Tag, where the directives do not match. This means that one location uses 'index' and the other uses 'noindex', and net result of this is that search engines will consider the page 'noindex', which may cause important pages to end up not indexed. ",https://sitebulb.com/hints/indexability/mismatched-noindex-directives-in-html-and-header/
Indexability,,Potential Issue,Medium,Nofollow in HTML and HTTP header,"URLs with the robots nofollow directive specified in both the HTML <head> and also in the X-Robots-Tag. It is considered best practice to only specify robots directives once on any given URL, as this helps avoid potential issues in the future. ",https://sitebulb.com/hints/indexability/nofollow-in-html-and-http-header/
Indexability,,Potential Issue,Medium,Multiple nofollow directives,"URLs with the robots nofollow directive specified in more than one location (e.g. two SEO plugins that both add robots directives to the HTML). It is considered best practice to only specify robots directives once on any given URL, as this helps avoid potential issues in the future. ",https://sitebulb.com/hints/indexability/multiple-nofollow-directives/
Indexability,,Potential Issue,Medium,Noindex in HTML and HTTP header,"URLs with the robots noindex directive specified in both the HTML <head> and also in the X-Robots-Tag. It is considered best practice to only specify robots directives once on any given URL, as this helps avoid potential issues in the future. ",https://sitebulb.com/hints/indexability/noindex-in-html-and-http-header/
Indexability,,Potential Issue,Medium,Multiple noindex directives,"URLs with the robots noindex directive specified in more than one location (e.g. two SEO plugins that both add robots directives to the HTML).It is considered best practice to only specify robots directives once on any given URL, as this helps avoid potential issues in the future. ",https://sitebulb.com/hints/indexability/multiple-noindex-directives/
Indexability,,Potential Issue,Medium,Contains possible soft 404 phrases,This means that the URL in question responds with a 200 status but may appear to be an error page (soft 404).,https://sitebulb.com/hints/indexability/contains-possible-soft-404-phrases/
Internal,,Issue,High,Broken internal URLs,"All internal URLs that weren't successfully audited, and had a crawl status of either Not Found, Error, Forbidden or Timeout. Broken URLs are unwelcome, as they result in a poor user experience, and can also have a negative SEO impact, depending on the type and scale of the issue. ",https://sitebulb.com/hints/internal/broken-internal-urls/
Internal,,Issue,Low,URL contains a double slash,"URLs that contain a double slash in the path (e.g. http://example.com//page1). A double slash in the URL path is valid and will respond in the browser, but is typically unwelcome, as this could cause duplicate content issues if the CMS delivers the same content on two URLs (i.e. single slash and double slash). ",https://sitebulb.com/hints/internal/url-contains-a-double-slash/
Internal,,Insight,No Issue,Query string contains paginated parameters,"URLs that contain a query string with apparent pagination parameters (e.g. http://example.com/search?w=shoes&p=2). URLs with lots of parameters can be considered highly dynamic, for example, faceted search URLs that include multiple filters and sorts. If these also contain pagination parameters, they could lead to issues with crawl budget or duplicate content. ",https://sitebulb.com/hints/internal/query-string-contains-paginated-parameters/
Internal,,Insight,No Issue,Query string contains search or filter parameters,"URLs that contain a query string with apparent search or filter parameters (e.g. http://example.com/search?w=shoes). Since 'search' URLs present the same content in a different order, they don't offer a way for search engines to discover new content, so you typically don't want them spending time crawling these URLs if there are more important unique URLs that are being neglected from a crawl perspective. ",https://sitebulb.com/hints/internal/query-string-contains-search-or-filter-parameters/
Internal,,Insight,No Issue,Query string contains sort parameters,"URLs that contain a query string with apparent sort parameters (e.g. http://example.com/search?w=shoes&sort=name). Since 'sort' URLs present the same content in a different order, they don't offer a way for search engines to discover new content, so you typically don't want them spending time crawling these URLs if there are more important unique URLs that are being neglected from a crawl perspective. ",https://sitebulb.com/hints/internal/query-string-contains-sort-parameters/
Internal,,Insight,No Issue,Query string contains more than three parameters,"URLs that contain a query string with more than 3 parameters (e.g. http://example.com/page?a=1&b=2&c=3&d=4). URLs with more than 3 parameters could be considered highly dynamic, for example, faceted search URLs that include multiple filters and sorts. If these are accessible to search engines, they could lead to issues with crawl budget or duplicate content. ",https://sitebulb.com/hints/internal/query-string-contains-more-than-three-parameters/
Internal,,Issue,Medium,Query string contains session ID parameters,"URLs that contain a query string with parameters that are typically used as session IDs. When you crawl a website that uses session ID parameters, you will find that it makes the data associated with the crawl more messy, and generally less helpful. ",https://sitebulb.com/hints/internal/query-string-contains-session-id-parameters/
Internal,,Issue,Medium,Query string contains tracking parameters,"URLs that contain a query string with parameters that are typically used for tracking. When you crawl a website that contains internal links with tracking parameters, you will find that it makes the data associated with the crawl more messy, and generally less helpful. ",https://sitebulb.com/hints/internal/query-string-contains-tracking-parameters/
Internal,,Potential Issue,Low,URL contains non-ASCII characters,"URLs that contain characters outside the ASCII set (e.g. http://example.com/pagé). This is dangerous as you cannot be certain how search engines or browsers will handle these characters, which could cause unwelcome results if there are issues with the encoding procedure. ",https://sitebulb.com/hints/internal/url-contains-non-ascii-characters/
Internal,,Potential Issue,Low,Query string contains a question mark,"URLs that contain more than one question mark in the URL path (e.g. http://example.com/page?a=1?&a=1). If you include a second question mark in the query, this would be treated as a literal question mark (i.e. it has no significance beyond that of a regular character). Whilst this is not invalid, it is quite unusual, and may indicate some sort of issue with how URLs are generated, so it could warrant further investigation. ",https://sitebulb.com/hints/internal/query-string-contains-a-question-mark/
Internal,,Potential Issue,Low,URL contains more than one Google Analytics code,"URLs that contain multiple Google Analytics codes. Whilst valid, and sometimes deliberate, this might imply a configuration error - such as a plugin inserting an additional code. ",https://sitebulb.com/hints/internal/url-contains-more-than-one-google-analytics-code/
Internal,,Potential Issue,Low,URL contains more than one Google Tag Manager code,"URLs that contain multiple Google Tag Manager codes. Whilst it is valid, Google advise to keep the number of Google Tag Manager containers on the page minimal, for best performance. ",https://sitebulb.com/hints/internal/url-contains-more-than-one-google-tag-manager-code/
Internal,,Issue,Medium,URL contains whitespace,"URLs that contain one or more whitespace characters in the path (e.g. http://example.com/page 1). URLs with whitespace characters are not recommended as they could cause issues when site visitors share or link to the URL, potentially leading to broken links and a loss of potential link equity. ",https://sitebulb.com/hints/internal/url-contains-whitespace/
Internal,,Potential Issue,Low,URL contains repetitive elements,"URLs that contain repetitive elements in the URL path, which can cause duplicate content issues or broken internal links. Repetitive elements in URL paths are usually caused when the crawler comes across links with relative URLs and the page doesn't have a base URL e.g. https://example.com/pages/pages/page1. They can be generated by Content Management Systems, plugins or broken HTML.  A common false positive for this Hint is dates in the path - these can normally be ignored e.g. https://example.com/2017/11/11/page-name",https://sitebulb.com/hints/internal/url-contains-repetitive-elements/
Internal,,Potential Issue,Low,Query string contains repetitive parameters,"URLs that contain repetitive parameters in the query string (e.g. http://example.com/page?a=1&a=1). Since the second parameter is redundant, the existence of these URLs could lead to duplicate content issues, since the content would be identical to the equivalent URLs with a single parameter. This could also indicate a much bigger problem, as it might imply an issue with the logic of the underlying software which generates the URLs in the first place.  ",https://sitebulb.com/hints/internal/query-string-contains-repetitive-parameters/
